Institution ,  Course ,  Salary  (6  months  after) ,  Median  Tariff 
10007158,English,20000,128
10007158,English,20000,128
10007158,English  and  History,19000,140.0
10007158,English  Language  and  Linguistics,20000,145.30434782608697
10007158,English  Literature  Language  and  Linguistics,20000,145.30434782608697
10007158,English  Literature  Language  and  Linguistics,20000,145.30434782608697
10007158,Environmental  Management  with  Business,20000,149.89285714285714
10007158,Environmental  Monitoring  and  Modelling,20000,149.89285714285714
10007158,Environmental  Science  with  Foundation  Year,20000,149.89285714285714
10007158,Environmental  Sciences,20000,153.375
10007158,Environmental  Sciences,20000,149.89285714285714
10007158,Environmental  Sciences,20000,153.375
10007158,Fashion  and  Textile  Design,18000,150.6
10007158,Fashion  Marketing  /  Management,18000,133.0
10007158,Film  and  English,18000,149.0
10007158,Film  Studies,18000,138.0
10007158,Film  Studies,18000,147.0
10007158,Fine  Art,16000,147.75
10007158,French,19000,144
10007158,French,19000,144
10007158,French  and  Spanish,20000,165.0
10007158,French  Linguistic  Studies,19000,144
10007158,French  Linguistic  Studies,19000,144
10007158,Games  Design  and  Art,18000,140.5
10007158,Geography,21000,137.7674418604651
10007158,Geography,20000,148.44444444444446
10007158,Geology,19000,150.0
10007158,Geology,19000,135.5
10007158,Geology,19000,135.5
10007158,Geophysical  Sciences,19000,140.85714285714286
10007158,Geophysics,19000,171.25
10007158,Geophysics,19000,140.85714285714286
10007158,German,20000,163.0
10007158,German,20000,163.0
10007158,German  Linguistic  Studies,20000,163.0
10007158,German  Linguistic  Studies,20000,163.0
10007158,Graphic  Arts,18000,140.0
10007158,Healthcare  Science,22000,144
10007158,History,20000,140.5
10007158,History,20000,139.5
10007158,International  Relations,21000,134.0
10007158,Languages  and  Contemporary  European  Studies,20000,165.0
10007158,Law,20000,153.47368421052633
10007158,Law  (Accelerated  Programme),20000,153.47368421052633
10007158,Law  (European  Legal  Studies),20000,144
10007158,Law  (International  Legal  Studies),20000,141.125
10007158,Law  (Maritime  Law),20000,153.47368421052633
10007158,Marine  Biology,20000,141.125
10007158,Marine  Biology,20000,170.0
10007158,Marine  Biology  with  Oceanography,20000,141.125
10007158,Marketing,22000,147.0
10007158,Marketing,22000,147.75
10007158,Marketing  with  Study  Abroad,22000,147.75
10007158,Master  of  Economics,25000,156.85714285714286
10007158,Mathematical  Studies,25000,161.5
10007158,Mathematics,25000,169.0
10007158,Mathematics,25000,163.26086956521738
10007158,Mathematics,25000,163.26086956521738
10007158,Mathematics,25000,169.0
10007158,Mathematics  with  Actuarial  Science,25000,144
10007158,Mathematics  with  Statistics,25000,144
10007158,Mechanical  Engineering,26000,180.41176470588235
10007158,Mechanical  Engineering,26000,172.0
10007158,Mechanical  Engineering,26000,172.0
10007158,Mechanical  Engineering,26000,182.0
10007158,Mechanical  Engineering  /  Acoustical  Engineering,26000,182.0
10007158,Mechanical  Engineering  /  Biomedical  Engineering,26000,182.0
10007158,Mechanical  Engineering  /  Computational  Engineering  and  Design,26000,182.0
10007158,Mechanical  Engineering  with  Industrial  Placement  Year,26000,182.0
10007158,Mechanical  Engineering  with  Industrial  Placement  Year,26000,182.0
10007158,Mechanical  Engineering/Acoustical  Engineering  with  Industrial  Placement  Year,26000,182.0
10007158,Mechanical  Engineering/Advanced  Materials,26000,182.0
10007158,Mechanical  Engineering/Advanced  Materials  with  Industrial  Placement  Year,26000,182.0
10007158,Mechanical  Engineering/Aerospace,26000,160
10007158,Mechanical  Engineering/Aerospace  with  Industrial  Placement  Year,26000,160
10007158,Mechanical  Engineering/Automotive,26000,186.0
10007158,Mechanical  Engineering/Automotive  with  Industrial  Placement  Year,26000,186.0
10007158,Mechanical  Engineering/Biomedical  Engineering  with  Industrial  Placement  Year,26000,182.0
10007158,Mechanical  Engineering/Computational  Engineering  and  Design,26000,182.0
10007158,Mechanical  Engineering/Engineering  Management,26000,182.0
10007158,Mechanical  Engineering/Engineering  Management,26000,182.0
10007158,Mechanical  Engineering/Mechatronics,26000,182.0
10007158,Mechanical  Engineering/Mechatronics,26000,182.0
10007158,Mechanical  Engineering/Naval  Engineering,26000,182.0
10007158,Mechanical  Engineering/Naval  Engineering,26000,182.0
10007158,Mechanical  Engineering/Sustainable  Energy  Systems,26000,182.0
10007158,Mechanical  Engineering/Sustainable  Energy  Systems,26000,182.0
10007158,Mechantronic  Engineering,26000,182.0
10007158,Mechatronic  Engineering,26000,182.0
10007158,Mechatronic  Engineering,26000,182.0
10007158,Mechatronic  Engineering,26000,182.0
10007158,Mechatronic  Engineering  with  Industrial  Studies,26000,182.0
10007158,Medicine  -  Widening  access  (6  yrs),30000,151.5
10007158,Medicine  (5  year),30000,187.11111111111111
10007158,Midwifery,22000,173.33333333333334
10007158,Modern  Languages,20000,167.5
10007158,MORSE  (Mathematics  Operational  Research  Statistics  and  Economics),28000,144
10007158,Music,18000,147.52941176470588
10007158,Music,18000,128
10007158,Neuroscience,22000,163.0
10007158,Nursing  Adult  Branch,22000,155.47058823529412
10007158,Nursing  Child  Branch,22000,156.0
10007158,Nursing  Children's  and  Mental  Healt  (Dual  Field),22000,156.14285714285714
10007158,Nursing  Mental  Health  Branch,22000,128
10007158,Occupational  Therapy,22000,147.75
10007158,Oceanography,20000,131.75
10007158,Oceanography,20000,156.85714285714286
10007158,Oceanography,20000,156.85714285714286
10007158,Oceanography,20000,131.75
10007158,Pharmacology,21000,153.375
10007158,Philosophy,18000,131.75
10007158,Philosophy,18000,134.0
10007158,Philosophy  Ethics  and  Religion,18000,131.75
10007158,Philosophy  Ethics  and  Religion  with  Year  Abroad,18000,131.75
10007158,Physics,25000,165.0
10007158,Physics,25000,165.0
10007158,Physics,25000,128
10007158,Physics,25000,128
10007158,Physics  with  Astronomy,25000,163.0
10007158,Physics  with  Nanotechnology,25000,156.14285714285714
10007158,Physics  with  Photonics,25000,156.14285714285714
10007158,Physics  with  Space  Science,25000,156.14285714285714
10007158,Physiotherapy,22000,169.0
10007158,Podiatry,23000,137.0
10007158,Politics,21000,112
10007158,Politics  and  International  Relations,21000,129.55172413793105
10007158,Population  and  Geography,21000,133.0
10007158,Psychology,19000,152.33333333333334
10007158,Psychology  with  Law,19000,153.10714285714286
10007158,Ship  Science,26000,172.0
10007158,Ship  Science,26000,172.0
10007158,Ship  Science,26000,172.0
10007158,Ship  Science,26000,172.0
10007158,Ship  Science  with  Industrial  Placement  Year,26000,172.0
10007158,Ship  Science/Advanced  Materials,26000,172.0
10007158,Ship  Science/Advanced  Materials,26000,172.0
10007158,Ship  Science/Engineering  Management,26000,172.0
10007158,Ship  Science/Engineering  Management,26000,172.0
10007158,Ship  Science/Inter-disciplinary,26000,172.0
10007158,Ship  Science/Naval  Architecture,26000,179.75
10007158,Ship  Science/Naval  Architecture,26000,179.75
10007158,Ship  Science/Naval  Engineering,26000,172.0
10007158,Ship  Science/Naval  Engineering,26000,172.0
10007158,Ship  Science/Offshore  Engineering,26000,172.0
10007158,Ship  Science/Offshore  Engineering,26000,172.0
10007158,Ship  Science/Yacht  and  Small  Craft,26000,164.28571428571428
10007158,Ship  Science/Yacht  and  Small  Craft,26000,164.28571428571428
10007158,Sociology,19000,134.42857142857142
10007158,Sociology  &  Criminology,19000,131.0
10007158,Software  Engineering,25000,174.21052631578948
10007158,Software  Engineering,25000,174.21052631578948
10007158,Software  Engineering,25000,174.21052631578948
10007158,Software  Engineering,25000,174.21052631578948
10007158,Software  Engineering  with  Industrial  Studies,25000,174.21052631578948
10007158,Spanish,20000,144
10007158,Spanish,20000,128
10007158,Spanish  and  Portuguese,20000,151.5
10007158,Spanish  Linguistic  Studies,20000,144
10007158,Spanish  Linguistic  Studies,20000,144
10007158,Zoology,17000,141.125
10007158,Zoology,17000,141.125
10007803,Ancient  History,19000,197.0
10007803,Ancient  History  and  Art  History,19000,176
10007803,Ancient  History  and  Mediaeval  History,19000,176
10007803,Applied  Mathematics,23000,235.25
10007803,Applied  Mathematics    (Fast  Track),23000,235.25
10007803,Arabic  and  Middle  East  Studies,20000,176
10007803,Arabic  and  Persian,20000,176
10007803,Art  History,19000,160
10007803,Art  History  and  Mediaeval  History,19000,176
10007803,Art  History  and  Modern  History,19000,176
10007803,Astrophysics,25000,226.5
10007803,Astrophysics,25000,221.69565217391303
10007803,Behavioural  Biology,18000,192
10007803,Biblical  Studies,20000,186.0
10007803,Biochemistry,19000,176
10007803,Biochemistry  (5-year  MBiochem),19000,199.5
10007803,Biology,18000,213.0
10007803,Biomolecular  Science,19000,199.5
10007803,Cell  Biology,18000,192
10007803,Chemical  Sciences,20000,212.0
10007803,Chemistry,20000,229.0
10007803,Chemistry,20000,176
10007803,Chemistry  (5-year),20000,197.0
10007803,Chemistry  with  Medicinal  Chemistry,20000,212.0
10007803,Chemistry  with  Medicinal  Chemistry,20000,192
10007803,Chemistry  with  Medicinal  Chemistry,20000,212.0
10007803,Classical  Studies,20000,176
10007803,Classical  Studies  and  Greek,20000,183.5
10007803,Classical  Studies  and  Latin,20000,183.5
10007803,Classics,20000,160
10007803,Computer  Science,24000,176
10007803,Computer  Science,24000,181.0
10007803,Computer  Science  (Gateway),24000,197.0
10007803,Computer  Science  (Gateway),24000,197.0
10007803,Divinity,20000,186.0
10007803,Earth  Sciences,20000,176
10007803,Ecology  &  Conservation,18000,192
10007803,Economics,26000,241.66666666666666
10007803,Economics,26000,215.5
10007803,English,18000,194.85714285714286
10007803,Environmental  Earth  Sciences,20000,197.0
10007803,Evolutionary  Biology,18000,192
10007803,Financial  Economics,26000,218.0
10007803,Financial  Economics,26000,218.0
10007803,French,20000,179.75
10007803,French,20000,179.75
10007803,French  and  Spanish,22000,179.75
10007803,Geography,20000,201.0
10007803,Geography,21000,198.0
10007803,Geology,20000,192
10007803,German,20000,176
10007803,German,20000,176
10007803,Greek,20000,183.5
10007803,History,19000,186.0
10007803,International  Physics  and  Astronomy  (Gateway),25000,221.69565217391303
10007803,International  Physics  and  Astronomy  (Gateway),25000,221.69565217391303
10007803,International  Relations,21000,211.0
10007803,Italian,20000,199.5
10007803,Italian,20000,199.5
10007803,Latin,20000,183.5
10007803,Marine  Biology,18000,202.0
10007803,Materials  Chemistry,20000,217.16666666666666
10007803,Materials  Chemistry,20000,217.16666666666666
10007803,Materials  Chemistry,20000,217.16666666666666
10007803,Mathematics,23000,176
10007803,Mathematics,23000,241.5
10007803,Mathematics,23000,230.42857142857142
10007803,Mathematics    (Fast  Track),23000,235.25
10007803,Mediaeval  History,19000,195.0
10007803,Middle  East  Studies  and  Persian,20000,176
10007803,Modern  History,19000,209.875
10007803,Modern  Languages  (Arabic  and  Persian)  and  Middle  Eastern  Sudies,20000,176
10007803,Molecular  Biology,19000,199.5
10007803,Philosophy,20000,188.0
10007803,Physics,25000,227.75
10007803,Physics,25000,208
10007803,Physics  and  Astronomy  (Gateway),25000,183.5
10007803,Physics  and  Astronomy  (Gateway),25000,192
10007803,Psychology,18000,218.0
10007803,Psychology,18000,204.0
10007803,Pure  Mathematics,23000,235.25
10007803,Pure  Mathematics    (Fast  Track),23000,235.25
10007803,Russian,20000,186.0
10007803,Russian,20000,186.0
10007803,Scottish  History,19000,176
10007803,Social  Anthropology,23000,195.0
10007803,Spanish,20000,176
10007803,Spanish,20000,176
10007803,Statistics,23000,235.25
10007803,Statistics,23000,235.25
10007803,Statistics,23000,235.25
10007803,Statistics    (Fast  Track),23000,235.25
10007803,Sustainable  Development,21000,192
10007803,Sustainable  Development,21000,213.0
10007803,Theological  Studies,20000,186.0
10007803,Theology,20000,160
10007803,Theoretical  Physics,25000,208
10007803,Zoology,19000,192
10037449,Criminology,21000,102.42857142857143
10037449,Football  Development  and  Coaching,17000,140.0
10037449,Forensic  Criminology,21000,102.42857142857143
10037449,Musical  Theatre,16000,115.0
10037449,Performing  Arts  Education,16000,115.0
10037449,Physical  Education  (Secondary  Education)  (with  QTS),22000,144
10037449,Popular  Music,16000,115.0
10037449,Primary  Education  (Early  Years)  (with  QTS),22000,128
10037449,Primary  Education  (with  Physical  Education)  (with  QTS),22000,132.41176470588235
10037449,Primary  Education  (with  QTS),22000,119.5
10037449,Psychology,18000,140.0
10037449,Psychotherapy  and  Counselling,18000,140.0
10037449,Rehabilitation  in  Sport  and  Exercise,17000,128
10037449,Social  Sciences,21000,102.42857142857143
10037449,Sociology,21000,102.42857142857143
10037449,Sport  and  Exercise  Psychology,18000,140.0
10037449,Sport  and  Exercise  Science,17000,140.0
10037449,Sport  Coaching,17000,140.0
10037449,Sport  Development,17000,140.0
10037449,Sport  Development  (Coaching  and  School  Sport),17000,140.0
10037449,Sport  Development  (Sport  Management),17000,140.0
10037449,Sport  Coaching  and  Physical  Education,17000,140.0
10037449,Sport  Physical  Activity  and  Health,17000,140.0
10037449,Sports  Therapy,17000,144
10037449,Strength  and  Conditioning,17000,140.0
10037449,Youth  and  Community  Work,25000,102.42857142857143
10007843,Acting,18000,130.0689655172414
10007843,Business  Management,22000,102.0
10007843,Business  Management  and  Entrepreneurship,22000,106.0
10007843,Business  Management  and  Entrepreneurship  with  Foundation  Year,22000,106.0
10007843,Business  Management  and  Ethics,22000,106.0
10007843,Business  Management  and  Finance  with  Foundation  Year,22000,106.0
10007843,Business  Management  with  Business  Ethics  with  Foundation  Year,22000,106.0
10007843,Business  Management  with  Foundation  Year,22000,106.0
10007843,Creative  and  Professional  Writing,18000,96
10007843,Creative  and  Professional  Writing  with  Foundation  Year,18000,108.85714285714286
10007843,Education  and  Social  Science,19000,96
10007843,English  (with  Celta  option),20000,80
10007843,English  Literature,20000,80
10007843,English  Literature  and  Creative  &  Professional  Writing,20000,80
10007843,English  Literature  and  Film  and  Screen  Media,20000,80
10007843,English  Literature  and  Psychology,20000,80
10007843,English  Literature  and  Theology  &  Religious  Studies,20000,80
10007843,English  Literature  with  Foundation  Year,20000,80
10007843,Film  &  Screen  Media,18000,108.0
10007843,Film  and  Screen  Media  with  Foundation  Year,18000,108.0
10007843,Health  and  Exercise  Science,20000,128
10007843,Health  and  Exercise  Science  and  Business  Management,20000,133.0
10007843,History,19000,101.625
10007843,History  with  Foundation  Year,19000,103.5
10007843,International  Business  Management,22000,106.0
10007843,International  Business  Management  with  Foundation  Year,22000,106.0
10007843,Law,20000,101.0
10007843,Law  LLB  with  Criminology,20000,102.0
10007843,Physical  and  Sport  Education,20000,133.0
10007843,Primary  Education  with  QTS,25000,115.62068965517241
10007843,Psychology  with  Foundation  Year,20000,96
10007843,Sport  Rehabilitation,22000,139.25
10007843,Sport  Science,20000,131.21428571428572
10007843,Sports  Coaching  Science,20000,151.5
10007843,Sports  Management,22000,106.71428571428571
10007843,Sports  Management  with  Foundation  Year,22000,106.71428571428571
10007843,Strength  and  Conditioning,20000,144.88235294117646
10007843,Technical  Theatre,18000,130.0689655172414
10007843,Theology  &  Religious  Studies,19000,108.0
10007843,Tourism  Management,20000,96
10007782,Biomedical  Science,22000,150.0
10007782,Biomedical  Science,22000,148.73684210526315
10007782,Healthcare  Practice,25000,134.42857142857142
10007782,Healthcare  Science  (Physiological  Sciences),23000,121.0
10007782,Medicine  MBBS,30000,185.75
10007782,Occupational  Therapy,22000,150.0
10007782,Paramedic  Science,22000,138.71428571428572
10007782,Physiotherapy,23000,128
10007782,Radiography  Therapeutic,22000,112
10006299,Accounting  And  Finance,20000,90.0
10006299,Accounting  And  Finance,20000,90.0
10006299,Accounting  And  Finance  -  Fast  Track,20000,90.0
10006299,Accounting  And  Finance  With  Foundation  Year,20000,90.0
10006299,Aeronautical  Engineering,25000,101.0
10006299,Aeronautical  Engineering,25000,101.0
10006299,Aeronautical  Engineering  (with  a  placement  year),25000,101.0
10006299,Animation,20000,0
10006299,Applied  Computing,30000,0
10006299,Automotive  Engineering,26000,117.0
10006299,Automotive  Engineering,26000,117.0
10006299,Automotive  Engineering,35000,0
10006299,Automotive  Engineering,26000,117.0
10006299,Biological  Science,18000,108.0
10006299,Biological  Science,18000,108.0
10006299,Biological  Science  with  a  Foundation  Year,18000,149.0
10006299,Biological  Science  with  a  Placement  Year,18000,149.0
10006299,Biomedical  Science,22000,86.66666666666667
10006299,Biomedical  Science,18000,80
10006299,Biomedical  Science,18000,80
10006299,Business  Info  Technology  with  a  Foundation  year,22000,116.5
10006299,Business  Information  Technology,22000,116.5
10006299,Business  Information  Technology,22000,116.5
10006299,Business  Management,20000,101.0
10006299,Business  Management  -  Fast  Track,20000,80
10006299,Business  Management  And  Leadership,20000,80
10006299,Business  Management  With  Foundation  Year,20000,80
10006299,CGI  And  Visual  Effects,22000,112
10006299,CGIAnd  Digital  Effects,27000,0
10006299,Chemistry,20000,125.63636363636364
10006299,Chemistry,20000,125.63636363636364
10006299,Chemistry  (With  a  Foundation  Year),20000,125.63636363636364
10006299,Chemistry  (With  a  Placement  Year),20000,125.63636363636364
10006299,Computer  Gameplay  Design  And  Production,22000,116.5
10006299,Computer  Gameplay  Design  And  Production,27000,0
10006299,Computer  Gameplay  Design  And  Production,27000,0
10006299,Computer  Games  Animation,27000,0
10006299,Computer  Games  Animation,22000,116.5
10006299,Computer  Games  Design,22000,124.85714285714286
10006299,Computer  Games  Design,22000,112
10006299,Computer  Games  Design,27000,0
10006299,Computer  Games  Design,27000,0
10006299,Computer  Games  Design,27000,0
10006299,Computer  Games  Design  And  Programming,22000,114.14285714285714
10006299,Computer  Games  Design  And  Programming,27000,0
10006299,Computer  Games  Design  With  Foundation  Year,22000,81.66666666666667
10006299,Computer  Games  Development,22000,116.5
10006299,Computer  Games  Development,22000,116.5
10006299,Computer  Games  Development  (With  a  Foundation  Year),22000,116.5
10006299,Computer  Games  Programming,22000,119.5
10006299,Computer  Games  Programming,22000,116.5
10006299,Computer  Games  Programming  (Virtual  Reality),22000,116.5
10006299,Computer  Games  Programming  (Virtual  Reality),22000,119.5
10006299,Computer  Games  Programming  (Virtual  Reality)  (With  a  Foundation  Year),22000,116.5
10006299,Computer  Networks  &  Security,22000,116.5
10006299,Computer  Networks  And  Security,22000,106.0
10006299,Computer  Networks  And  Security,22000,116.5
10006299,Computer  Science,22000,116.5
10006299,Computer  Science,22000,116.5
10006299,Computer  Science,22000,116.5
10006299,Computer  Science  with  a  Foundation  year,22000,116.5
10006299,Computing,22000,53.0
10006299,Computing,22000,116.5
10006299,Computing  With  A  Foundation  Year,22000,53.0
10006299,Concept  Art  For  Games  And  Film,22000,116.5
10006299,Concept  Art  For  Games  And  Film,22000,116.5
10006299,Criminology  With  Offender  Management,17000,99.75
10006299,Cyber  Security,22000,112
10006299,Cyber  Security,22000,116.5
10006299,Digital  Film  And  Post  Production  Technology,26000,114.14285714285714
10006299,Digital  Film  And  Post  Production  Technology,33000,0
10006299,Digital  Film  And  Post  Production  Technology,26000,115.94736842105263
10006299,Ecology  and  Conservation  Practice,18000,108.0
10006299,Ecology  and  Conservation  Practice,18000,108.0
10006299,Electrical  And  Electronic  Engineering,33000,0
10006299,Electrical  And  Electronic  Engineering,26000,122.0
10006299,Electrical  And  Electronic  Engineering,26000,122.0
10006299,Electrical  And  Electronic  Engineering,26000,122.0
10006299,Electrical  Engineering,33000,0
10006299,Electronic  Engineering,33000,0
10006299,Electronic  Music  (Composition  And  Performance),20000,0
10006299,Engineering  With  A  Foundation  Year,26000,48
10006299,English,17000,80
10006299,English  -  Fast  Track,17000,89.0
10006299,English  And  Creative  Writing,17000,72.57142857142857
10006299,Esports,20000,96
10006299,Events  Management  With  Foundation  Year,20000,96
10006299,Film  Production  Technology,33000,0
10006299,Film  Production  Technology,26000,118.0
10006299,Fine  Art,22000,0
10006299,Forensic  Biology,18000,149.0
10006299,Forensic  Biology,18000,149.0
10006299,Forensic  Biology,18000,149.0
10006299,Forensic  Computing,22000,116.5
10006299,Forensic  Computing,22000,116.5
10006299,Forensic  Computing  with  Foundation  Year,22000,116.5
10006299,Forensic  Investigation,18000,135.5
10006299,Forensic  Investigation,18000,105.0
10006299,Forensic  Investigation,18000,105.0
10006299,Forensic  Psychology,21000,0
10006299,Forensic  Science,18000,135.5
10006299,Forensic  Science,18000,122.0
10006299,Forensic  Science,18000,122.0
10006299,Games  Art,27000,0
10006299,Games  Art,22000,135.5
10006299,Games  Art  With  Foundation  Year,22000,116.5
10006299,Games  Journalism  And  PR,18000,64
10006299,Games  Studies,25000,0
10006299,Games  Studies,17000,96
10006299,Geography,19000,80
10006299,Geography  (Human),19000,80
10006299,Geography  (Physical),19000,80
10006299,Geography  With  Mountain  Leadership,19000,76.85714285714286
10006299,Graphic  Design,22000,0
10006299,Health  and  Social  Care,22000,85.625
10006299,Health  And  Social  Care  With  Foundation  Year,22000,85.625
10006299,Human  Biology,18000,102.0
10006299,Human  Biology,18000,108.0
10006299,Human  Biology,18000,108.0
10006299,Illustration,22000,0
10006299,Information  and  Communication  Technology,30000,0
10006299,International  Business  Management  With  Foundation  Year,20000,80
10006299,International  Relations,27000,0
10006299,Journalism,18000,96
10006299,Journalism  -  Fast  Track,18000,113.875
10006299,Law,17000,103.5
10006299,Law  -  Fast  Track,17000,99.75
10006299,Law  (Business  Law),17000,99.75
10006299,Law  (Criminology),17000,99.75
10006299,Law  With  A  Foundation  Year,17000,65.5
10006299,Marketing  Management,20000,80
10006299,Marketing  Management  with  a  Foundation  year,20000,80
10006299,Mechanical  Engineering,26000,117.0
10006299,Mechanical  Engineering,26000,103.5
10006299,Mechanical  Engineering,35000,0
10006299,Mechanical  Engineering,26000,117.0
10006299,Mechatronics,35000,0
10006299,Media  (Film)  Production,20000,0
10006299,Midwifery  Practice,22000,147.125
10006299,Motorsport  Engineering,26000,108.0
10006299,Motorsport  Engineering,26000,117.0
10006299,Motorsport  Engineering  (with  a  placement  year),26000,117.0
10006299,Music  Production,20000,0
10006299,Music  Technology,33000,0
10006299,Music  Technology,26000,115.94736842105263
10006299,Music  Technology,26000,103.5
10006299,Network  Computing,22000,116.5
10006299,Network  Computing,22000,116.5
10006299,Network  Computing  (With  a  Foundation  Year),22000,116.5
10006299,Nursing  Practice  (Adult),22000,144
10006299,Nursing  Practice  (Adult),22000,144
10006299,Nursing  Practice  (Children),22000,147.125
10006299,Nursing  Practice  (Mental  Health),22000,147.125
10006299,Nursing  Practice  (Mental  Health),22000,147.125
10006299,Operating  Department  Practice,22000,147.125
10006299,Operating  Department  Practice,22000,80
10006299,Paramedic  Science,22000,147.125
10006299,Pharmaceutical  Science,22000,118.42857142857143
10006299,Pharmaceutical  Science,22000,118.42857142857143
10006299,Pharmaceutical  Science,22000,118.42857142857143
10006299,Photography,20000,0
10006299,Photojournalism,20000,0
10006299,Policing  And  Criminal  Investigation,25000,0
10006299,Policing  And  Criminal  Investigation,19000,119.5
10006299,Policing  And  Criminal  Investigation,19000,119.5
10006299,Psychology,21000,0
10006299,Psychology  And  Child  Development,21000,0
10006299,Psychology  And  Counselling,21000,0
10006299,Psychology  And  Criminology,17000,121.0
10006299,Psychology  And  Criminology,21000,0
10006299,Social  Welfare  Law  Policy  And  Advice  Practice,27000,0
10006299,Social  Welfare  Law  Policy  And  Advice  Practice,27000,0
10006299,Social  Welfare  Law  Policy  And  Advice  Practice,18000,96
10006299,Social  Work,24000,133.0
10006299,Social  Work,27000,0
10006299,Sociology,25000,0
10006299,Sociology,17000,90.0
10006299,Sociology  Criminology  And  Deviance,25000,0
10006299,Sociology  Criminology  And  Deviance,17000,86.42857142857143
10006299,Software  Engineering,22000,116.5
10006299,Software  Engineering,22000,116.5
10006299,Software  Engineering,22000,116.5
10006299,Sound  Design,33000,0
10006299,Sound  Design,26000,115.94736842105263
10006299,Sound  Design,26000,115.94736842105263
10006299,Sports  Journalism,18000,130.14285714285714
10006299,Stop-Motion  Animation  And  Puppet-Making,20000,0
10006299,Surface  Pattern  Design,22000,0
10006299,Terrorism  And  Criminology,17000,96
10006299,Textile  Surfaces,22000,0
10006299,Tourism  and  Hospitality  Management,20000,96
10006299,Tourism  and  Hospitality  Management  with  a  Foundation  Year,20000,96
10006299,VFX:  Visual  Effects  And  Concept  Design,20000,0
10006299,Web  Design,22000,116.5
10006299,Web  Design,22000,116.5
10006299,Web  Design  (With  a  Foundation  Year),22000,116.5
10006299,Web  Development,22000,151.5
10006299,Web  Development,22000,116.5
10006299,Web  Development,22000,116.5
10006341,Early  Years  Sector  Endorsed,20000,0
10006341,Supporting  Teaching  and  Learning,20000,0
10014001,Accounting  and  Financial  Management,20000,96
10014001,Adult  Nursing,22000,117.0
10014001,Bioscience,18000,99.0
10014001,Bioscience  (with  Science  Foundation  Year),18000,68.28571428571428
10014001,Business  Management,21000,91.25
10014001,Child  Development  and  Developmental  Therapies,27000,0
10014001,Child  Development  and  Developmental  Therapies,18000,114.6086956521739
10014001,Child  Health  Nursing,22000,108.5
10014001,Childhood  and  Family  Studies,27000,0
10014001,Childhood  and  Family  Studies,18000,114.6086956521739
10014001,Childhood  Studies,27000,0
10014001,Childhood  Studies,18000,114.6086956521739
10014001,Criminology,27000,0
10014001,Criminology,18000,80
10014001,Criminology  and  Law,18000,80
10014001,Criminology  and  Law,27000,0
10014001,Criminology  and  Sociology,27000,0
10014001,Dance,18000,121.0
10014001,Diagnostic  Radiography,22000,96
10014001,Early  &  Primary  Education  Studies,27000,0
10014001,Early  &  Primary  Education  Studies,18000,114.6086956521739
10014001,Early  Childhood  Studies,27000,0
10014001,Early  Childhood  Studies,18000,105.0
10014001,Early  Years  Practice,19000,99.0
10014001,Economics,27000,0
10014001,Economics,20000,114.36842105263158
10014001,Economics  Banking  and  Finance,27000,0
10014001,Economics  Banking  and  Finance,20000,114.36842105263158
10014001,Event  and  Tourism  Management,18000,135.5
10014001,Event  Management,18000,135.5
10014001,Family  Studies,27000,0
10014001,Family  Studies,18000,114.6086956521739
10014001,Fine  Art,18000,115.0
10014001,Graphic  Design,18000,144
10014001,Graphic  Design  (Graphic  Illustration),18000,119.5
10014001,Health  and  Wellbeing,19000,48
10014001,Law  with  Business  Management,21000,91.25
10014001,Law  with  Criminology,18000,80
10014001,Law  with  Criminology,27000,0
10014001,Law  with  Politics,27000,0
10014001,Law  with  Politics,20000,114.36842105263158
10014001,Law  with  Sociology,27000,0
10014001,Law  with  Sociology,18000,114.6086956521739
10014001,Marketing,21000,91.25
10014001,Marketing  and  Public  Relations,21000,91.25
10014001,Mental  Health  Nursing,22000,124.3529411764706
10014001,Midwifery,22000,128
10014001,Midwifery  Shortened,22000,124.3529411764706
10014001,Network  Engineering,30000,0
10014001,Nutrition  and  Human  Health,22000,103.5
10014001,Nutrition  and  Human  Health  (with  Science  Foundation  Year),22000,74.0
10014001,Operating  Department  Practice,22000,108.5
10014001,Paramedic  Science,22000,153.0
10014001,Photography,16000,117.0
10014001,Politics,27000,0
10014001,Politics,20000,114.36842105263158
10014001,Politics  and  Economics,27000,0
10014001,Politics  and  Economics,20000,114.36842105263158
10014001,Politics  and  History,27000,0
10014001,Politics  and  Sociology,27000,0
10014001,Psychology,18000,96
10014001,Psychology  and  Criminology,27000,0
10014001,Psychology  and  Early  Childhood  Studies,27000,0
10014001,Psychology  and  Sociology,27000,0
10014001,Public  Health,26000,128
10014001,Public  Health,27000,0
10014001,Radiotherapy  and  Oncology,22000,122.0
10014001,Screenwriting,16000,117.0
10014001,Social  Work,27000,0
10014001,Social  Work,26000,128
10014001,Sociology,27000,0
10014001,Sociology,18000,114.6086956521739
10014001,Software  Engineering,30000,0
10014001,Sport  Coaching,18000,80
10014001,Sport  Coaching,18000,80
10014001,Sport  Performance  Analysis,18000,80
10014001,Sport  Performance  Analysis,18000,80
10014001,Sport  Psychology,18000,96
10014001,Sport  Psychology,18000,80
10014001,Strength  and  Conditioning,18000,80
10014001,Strength  and  Conditioning,18000,80
10014001,Tourism  Management,18000,135.5
10007159,Accounting  and  Finance,18000,104.07692307692308
10007159,Accounting  and  Finance,18000,104.07692307692308
