Institution,Course,Label,URL,Mode,Salary,avgTariff,lowerTariff,Employment
Anglia Ruskin University,Film Studies and Media Studies,BA,http://www.anglia.ac.uk/study/undergraduate/film-studies-and-media-studies,FullTime,15000,100.28571428571428,1,77
Anglia Ruskin University,Finance and Accounting,BSc,https://www.anglia.ac.uk/study/undergraduate/finance-and-accounting-with-foundation-year-london,FullTime,25000,82.36842105263158,1,84
Anglia Ruskin University,Finance and Accounting,BSc,http://www.anglia.ac.uk/study/undergraduate/finance-and-accounting-london,FullTime,18000,86.0,1,85
Anglia Ruskin University,Finance and Business Analytics,BSc,http://www.anglia.ac.uk/study/undergraduate/finance-and-business-analytics,FullTime,18000,86.0,1,85
Anglia Ruskin University,Finance and Business Analytics,BSc,http://www.anglia.ac.uk/study/undergraduate/finance-and-business-analytics,FullTime,18000,86.0,1,85
Anglia Ruskin University,Fine Art,BA,http://www.anglia.ac.uk/study/undergraduate/fine-art,FullTime,16000,112,48,85
Anglia Ruskin University,Forensic Science,BSc,http://www.anglia.ac.uk/study/undergraduate/forensic-science,FullTime,18000,85.0,1,95
Anglia Ruskin University,Forensic Science,BSc,http://www.anglia.ac.uk/study/undergraduate/forensic-science-with-foundation-year,FullTime,18000,61.125,1,100
Anglia Ruskin University,Forensic Science,BSc,http://www.anglia.ac.uk/study/undergraduate/forensic-science,FullTime,16000,118.0,48,90
Anglia Ruskin University,Graphic Design,BA,http://www.anglia.ac.uk/study/undergraduate/graphic-design,FullTime,16000,80,48,87
Anglia Ruskin University,Health and Social Care,BSc,http://www.anglia.ac.uk/study/undergraduate/health-and-social-care-with-foundation-year-london,FullTime,22000,118.42857142857143,64,97
Anglia Ruskin University,Health and Social Care,BSc,http://www.anglia.ac.uk/study/undergraduate/health-and-social-care-london,FullTime,22000,118.42857142857143,64,97
Anglia Ruskin University,Healthcare Science (Physiological Sciences),BSc,http://www.anglia.ac.uk/study/undergraduate/healthcare-science,FullTime,22000,101.0,48,96
Anglia Ruskin University,History,BA,http://www.anglia.ac.uk/study/undergraduate/history,FullTime,18000,90.0,1,83
Anglia Ruskin University,History and English Literature,BA,http://www.anglia.ac.uk/study/undergraduate/history-and-english-west-anglia,FullTime,18000,87.5,1,82
Anglia Ruskin University,Illustration,BA,http://www.anglia.ac.uk/study/undergraduate/illustration,FullTime,16000,118.0,80,90
Anglia Ruskin University,Illustration and Animation,BA,http://www.anglia.ac.uk/study/undergraduate/illustration-and-animation,FullTime,16000,96,1,95
Anglia Ruskin University,Interior Design,BA,http://www.anglia.ac.uk/study/undergraduate/interior-design,FullTime,16000,96,1,87
Anglia Ruskin University,International Business Management,BSc,http://www.anglia.ac.uk/study/undergraduate/international-business-management,FullTime,20000,64,48,90
Anglia Ruskin University,International Business Management,BSc,http://www.anglia.ac.uk/study/undergraduate/international-business-management,FullTime,25000,82.36842105263158,1,84
Anglia Ruskin University,International Business Management,BSc,https://www.anglia.ac.uk/study/undergraduate/international-business-management-with-foundation-year-london,FullTime,25000,82.36842105263158,1,84
Anglia Ruskin University,International Business Management,BSc,http://www.anglia.ac.uk/study/undergraduate/international-business-management,FullTime,25000,82.36842105263158,1,84
Anglia Ruskin University,International Business Management (Accelerated),BSc,http://www.anglia.ac.uk/study/undergraduate/international-business-management-accelerated,FullTime,20000,71.5,1,90
Anglia Ruskin University,Law,LLB,http://www.anglia.ac.uk/study/undergraduate/law,FullTime,20000,93.5,48,74
Anglia Ruskin University,Law and Accounting,BSc,https://www.anglia.ac.uk/study/undergraduate/law-and-accounting-with-foundation-year-london,FullTime,25000,82.36842105263158,1,84
Anglia Ruskin University,Marine Biology with Biodiversity and Conservation,BSc,http://www.anglia.ac.uk/study/undergraduate/marine-biology-with-conservation-and-biodiversity-with-foundation-year,FullTime,18000,70.42857142857143,1,85
Anglia Ruskin University,Marine Biology with Biodiversity and Conservation,BSc,http://www.anglia.ac.uk/study/undergraduate/marine-biology-with-conservation-and-biodiversity,FullTime,18000,91.25,48,80
Anglia Ruskin University,Marine Biology with Biodiversity and Conservation,BSc,http://www.anglia.ac.uk/study/undergraduate/marine-biology-with-conservation-and-biodiversity,FullTime,18000,64,1,85
Anglia Ruskin University,Marketing,BA,http://www.anglia.ac.uk/study/undergraduate/marketing,FullTime,21000,89.0,1,90
Anglia Ruskin University,Marketing,BA,http://www.anglia.ac.uk/study/undergraduate/marketing,FullTime,21000,90.0,48,90
Anglia Ruskin University,Mechanical Engineering,BEng,http://www.anglia.ac.uk/study/undergraduate/mechanical-engineering,FullTime,23000,71.5,1,65
Anglia Ruskin University,Mechanical Engineering,BEng,http://www.anglia.ac.uk/study/undergraduate/mechanical-engineering,FullTime,23000,71.5,1,65
Anglia Ruskin University,Mechanical Engineering,MEng,http://www.anglia.ac.uk/study/undergraduate/mechanical-engineering-meng,FullTime,23000,71.5,1,65
Anglia Ruskin University,Media Studies,BA,http://www.anglia.ac.uk/study/undergraduate/media-studies-peterborough,FullTime,15000,80,48,77
Anglia Ruskin University,Media Studies,BA,http://www.anglia.ac.uk/study/undergraduate/media-studies,FullTime,15000,75.25,1,100
Anglia Ruskin University,Medical Engineering,BEng,http://www.anglia.ac.uk/study/undergraduate/medical-engineering,FullTime,23000,99.0,48,80
Anglia Ruskin University,Medical Engineering,BEng,http://www.anglia.ac.uk/study/undergraduate/medical-engineering,FullTime,23000,99.0,48,80
Anglia Ruskin University,Medical Science,BSc,http://www.anglia.ac.uk/study/undergraduate/medical-science-with-foundation-year,FullTime,22000,74.0,1,96
Anglia Ruskin University,Medical Science,BSc,http://www.anglia.ac.uk/study/undergraduate/medical-science,FullTime,22000,74.0,1,96
Anglia Ruskin University,Midwifery,BSc,http://www.anglia.ac.uk/study/undergraduate/midwifery,FullTime,22000,162.5,112,99
Anglia Ruskin University,Multimedia Journalism,BA,http://www.anglia.ac.uk/study/undergraduate/journalism-multimedia-peterborough,FullTime,15000,99.75,1,78
Anglia Ruskin University,Music,BA,http://www.anglia.ac.uk/study/undergraduate/music,FullTime,16000,92.5,1,90
Anglia Ruskin University,Nursing (Adult),BSc,http://www.anglia.ac.uk/study/undergraduate/nursing-adult,FullTime,22000,108.0,64,97
Anglia Ruskin University,Nursing (Child),BSc,http://www.anglia.ac.uk/study/undergraduate/nursing-child,FullTime,22000,124.0,1,95
Anglia Ruskin University,Nursing (Mental Health),BSc,http://www.anglia.ac.uk/study/undergraduate/nursing-mental-health,FullTime,22000,112,64,97
Anglia Ruskin University,Operating Department Practice,BSc,http://www.anglia.ac.uk/study/undergraduate/operating-department-practice,FullTime,22000,118.42857142857143,64,97
Anglia Ruskin University,Ophthalmic Dispensing,BSc,http://www.anglia.ac.uk/study/undergraduate/ophthalmic-dispensing,FullTime,16000,80,48,95
Anglia Ruskin University,Ophthalmic Dispensing,BSc,http://www.anglia.ac.uk/study/undergraduate/ophthalmic-dispensing-with-foundation-year,FullTime,15000,60.27272727272727,1,98
Anglia Ruskin University,Optometry,BOptom,http://www.anglia.ac.uk/study/undergraduate/optometry,FullTime,15000,96,96,100
Anglia Ruskin University,Osteopathy,MOst,http://www.anglia.ac.uk/study/undergraduate/osteopathy-most,FullTime,17000,101.625,48,100
Anglia Ruskin University,Osteopathy,BOst,http://www.anglia.ac.uk/study/undergraduate/osteopathy,FullTime,17000,101.625,48,100
Anglia Ruskin University,Paramedic Science,BSc,http://www.anglia.ac.uk/study/undergraduate/paramedic-science,FullTime,22000,116.28571428571428,48,97
Anglia Ruskin University,Performing Arts,BA,http://www.anglia.ac.uk/study/undergraduate/performing-arts-peterborough,FullTime,13000,103.94117647058823,48,90
Anglia Ruskin University,Performing Arts,BA,http://www.anglia.ac.uk/study/undergraduate/performing-arts,FullTime,13000,106.0,1,90
Anglia Ruskin University,Pharmaceutical Science,BSc,http://www.anglia.ac.uk/study/undergraduate/pharmaceutical-science,FullTime,22000,64,1,96
Anglia Ruskin University,Pharmaceutical Science,BSc,http://www.anglia.ac.uk/study/undergraduate/pharmaceutical-science-with-foundation-year,FullTime,22000,58.0,1,96
Anglia Ruskin University,Philosophy,BA,http://www.anglia.ac.uk/study/undergraduate/philosophy,FullTime,18000,85.625,48,90
Anglia Ruskin University,Photography,BA,http://www.anglia.ac.uk/study/undergraduate/photography,FullTime,17000,99.0,1,90
Anglia Ruskin University,Policing and Criminal Justice,BSc,http://www.anglia.ac.uk/study/undergraduate/policing-and-criminal-justice,FullTime,18000,91.78571428571429,48,79
Anglia Ruskin University,Politics,BA,http://www.anglia.ac.uk/study/undergraduate/politics,FullTime,22000,97.42857142857143,48,80
Anglia Ruskin University,Popular Music,BA,http://www.anglia.ac.uk/study/undergraduate/popular-music,FullTime,16000,80,64,80
Anglia Ruskin University,Primary Education Studies,BA,http://www.anglia.ac.uk/study/undergraduate/primary-education-studies,FullTime,17000,115.21428571428572,64,90
Anglia Ruskin University,Professional Dance and Musical Theatre,BA,http://www.anglia.ac.uk/study/undergraduate/professional-dance-and-musical-theatre,FullTime,13000,103.94117647058823,48,90
Anglia Ruskin University,Psychology,BSc,http://www.anglia.ac.uk/study/undergraduate/psychology,FullTime,18000,94.42307692307692,64,83
Anglia Ruskin University,Psychology and Criminology,BSc,http://www.anglia.ac.uk/study/undergraduate/psychology-and-criminology,FullTime,18000,80,48,90
Anglia Ruskin University,Psychosocial Studies,BA,http://www.anglia.ac.uk/study/undergraduate/psychosocial-studies-west-anglia,FullTime,18000,93.84615384615384,48,90
Anglia Ruskin University,Psychosocial Studies,BA,http://www.anglia.ac.uk/study/undergraduate/psychosocial-studies-peterborough,FullTime,18000,93.84615384615384,48,82
Anglia Ruskin University,Public Health,BSc,http://www.anglia.ac.uk/study/undergraduate/public-health,FullTime,22000,80,1,70
Anglia Ruskin University,Public Service,BA,http://www.anglia.ac.uk/study/undergraduate/public-service-ba,FullTime,18000,91.78571428571429,48,79
Anglia Ruskin University,Quantity Surveying,BSc,http://www.anglia.ac.uk/study/undergraduate/quantity-surveying,FullTime,25000,89.0,48,100
Anglia Ruskin University,Quantity Surveying,BSc,http://www.anglia.ac.uk/study/undergraduate/quantity-surveying,FullTime,25000,89.0,48,100
Anglia Ruskin University,Smart Computing,BSc,http://www.anglia.ac.uk/study/undergraduate/smart-computing,FullTime,22000,94.21052631578948,1,77
Anglia Ruskin University,Smart Computing,BSc,http://www.anglia.ac.uk/study/undergraduate/smart-computing,FullTime,22000,94.21052631578948,1,77
Anglia Ruskin University,Social Policy,BA,https://www.anglia.ac.uk/study/undergraduate/social-policy,FullTime,18000,87.5,1,60
Anglia Ruskin University,Social Work,BA,http://www.anglia.ac.uk/study/undergraduate/social-work,FullTime,28000,138.0,48,80
Anglia Ruskin University,Sociology,BA,http://www.anglia.ac.uk/study/undergraduate/sociology-peterborough,FullTime,18000,93.84615384615384,48,82
Anglia Ruskin University,Sociology,BA,http://www.anglia.ac.uk/study/undergraduate/sociology,FullTime,17000,101.0,48,90
Anglia Ruskin University,Software Development,BSc,http://www.anglia.ac.uk/study/undergraduate/software-development,FullTime,22000,94.21052631578948,1,77
Anglia Ruskin University,Software Development,BSc,http://www.anglia.ac.uk/study/undergraduate/software-development,FullTime,22000,94.21052631578948,1,77
Anglia Ruskin University,Sport and Exercise Science,BSc,http://www.anglia.ac.uk/study/undergraduate/sports-science-with-foundation-year,FullTime,19000,57.375,1,90
Anglia Ruskin University,Sport and Exercise Science,BSc,http://www.anglia.ac.uk/study/undergraduate/sports-science,FullTime,17000,103.5,64,85
Anglia Ruskin University,Sports Coaching and Physical Education,BSc,http://www.anglia.ac.uk/study/undergraduate/sports-coaching-and-physical-education,FullTime,20000,96,1,95
Anglia Ruskin University,Sports Coaching and Physical Education,BSc,http://www.anglia.ac.uk/study/undergraduate/sports-coaching-and-physical-education-with-foundation-year,FullTime,19000,68.5,1,90
Anglia Ruskin University,Sports Coaching and Physical Education,BSc,http://www.anglia.ac.uk/study/undergraduate/sports-coaching-and-physical-education-peterborough,FullTime,19000,92.0,48,100
Anglia Ruskin University,Tourism Management,BSc,http://www.anglia.ac.uk/study/undergraduate/tourism-management,FullTime,23000,107.25,1,85
Anglia Ruskin University,Tourism Management,BSc,http://www.anglia.ac.uk/study/undergraduate/tourism-management,FullTime,18000,85.0,1,95
Anglia Ruskin University,Veterinary Nursing and Applied Animal Behaviour,BSc,http://www.anglia.ac.uk/study/undergraduate/veterinary-nursing-and-applied-animal-behaviour,FullTime,19000,108.85714285714286,64,100
Anglia Ruskin University,Writing and English Literature,BA,http://www.anglia.ac.uk/study/undergraduate/writing-and-english-literature,FullTime,19000,92.0,1,65
Anglia Ruskin University,Zoology,BSc,http://www.anglia.ac.uk/study/undergraduate/zoology,FullTime,15000,98.5,48,95
Anglia Ruskin University,Zoology,BSc,http://www.anglia.ac.uk/study/undergraduate/zoology-with-foundation-year,FullTime,16000,73.0,1,100
Anglia Ruskin University,Zoology,BSc,http://www.anglia.ac.uk/study/undergraduate/zoology,FullTime,16000,88.33333333333333,1,95
Arts Educational Schools,Acting,BA,https://artsed.co.uk/acting/acting-ba-home,FullTime,24000,119.5,1,100
Arts Educational Schools,Musical Theatre,BA,https://artsed.co.uk/musical-theatre/musical-theatre-ba-hons,FullTime,26000,112,1,100
The Arts University Bournemouth,Acting,BA,http://aub.ac.uk/courses/ba/ba-acting,FullTime,15000,131.1578947368421,96,100
The Arts University Bournemouth,Animation Production,BA,http://aub.ac.uk/courses/ba/ba-animation-production/,FullTime,18000,145.76470588235293,80,100
The Arts University Bournemouth,Architecture,BA,http://aub.ac.uk/courses/ba/ba-architecture/,FullTime,18000,96,1,90
The Arts University Bournemouth,Art and Design History,BA,https://aub.ac.uk/courses/ba/art-design-history/,FullTime,16000,122.26315789473685,1,90
The Arts University Bournemouth,Commercial Photography,BA,http://aub.ac.uk/courses/ba/ba-commercial-photography/,FullTime,18000,148.0909090909091,80,90
The Arts University Bournemouth,Costume and Performance Design,BA,http://aub.ac.uk/courses/ba/ba-costume-with-performance-design/,FullTime,18000,149.45454545454547,80,93
The Arts University Bournemouth,Creative Events Management,BA,http://aub.ac.uk/courses/ba/ba-creative-events-management/,FullTime,18000,112,1,95
The Arts University Bournemouth,Creative Writing,BA,http://aub.ac.uk/courses/ba/creative-writing/,FullTime,18000,148.28571428571428,80,94
The Arts University Bournemouth,Dance,BA,http://aub.ac.uk/bada,FullTime,18000,150.42857142857142,96,95
The Arts University Bournemouth,Drawing,BA,https://aub.ac.uk/courses/ba/drawing/,FullTime,16000,122.26315789473685,1,90
The Arts University Bournemouth,Fashion,BA,http://aub.ac.uk/courses/ba/ba-fashion/,FullTime,18000,138.5,80,93
The Arts University Bournemouth,Fashion Branding and Communication,BA,http://aub.ac.uk/courses/ba/fashion-communications-marketing/,FullTime,18000,152.1818181818182,80,94
The Arts University Bournemouth,Film Production,BA,http://aub.ac.uk/courses/ba/ba-film-production/,FullTime,20000,149.2941176470588,80,95
The Arts University Bournemouth,Fine Art,BA,http://aub.ac.uk/courses/ba/ba-fine-art/,FullTime,16000,122.26315789473685,1,90
The Arts University Bournemouth,Graphic Design,BA,http://aub.ac.uk/courses/ba/ba-graphic-design/,FullTime,20000,157.125,112,98
The Arts University Bournemouth,Illustration,BA,http://aub.ac.uk/courses/ba/ba-illustration/,FullTime,18000,168.33333333333334,64,95
The Arts University Bournemouth,Interior Architecture and Design,BA,http://aub.ac.uk/courses/ba/ba-interior-architecture-design/,FullTime,20000,133.0,64,95
The Arts University Bournemouth,Make-up for Media and Performance,BA,http://aub.ac.uk/courses/ba/ba-make-up-for-media-performance/,FullTime,21000,139.66666666666666,80,95
The Arts University Bournemouth,Modelmaking,BA,http://aub.ac.uk/courses/ba/ba-modelmaking/,FullTime,23000,144,80,90
The Arts University Bournemouth,Photography,BA,http://aub.ac.uk/courses/ba/ba-photography/,FullTime,18000,150.92307692307693,64,90
The Arts University Bournemouth,Textiles,BA,http://aub.ac.uk/courses/ba/ba-textiles/,FullTime,17000,151.5,64,90
The Arts University Bournemouth,Visual Communication,BA,http://aub.ac.uk/courses/ba/ba-visual-communication/,FullTime,18000,154.0,64,96
The Arts University Bournemouth,Visual Effects Design and Production,BA,http://aub.ac.uk/courses/ba/visual-effects-design-production/,FullTime,18000,119.5,1,94
University Of The Arts~, London,3D Effects for Performance and Fashion,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-3d-effects-for-performance-and-fashion/,FullTime,20000,112,48,80
University Of The Arts~, London,Acting,BA,http://www.arts.ac.uk/csm/courses/undergraduate/ba-acting-drama-centre-london/,FullTime,20000,138.0,48,90
University Of The Arts~, London,Advertising,BA,http://www.arts.ac.uk/lcc/courses/undergraduate/ba-advertising/,FullTime,19000,112,64,89
University Of The Arts~, London,Animation,BA,http://www.arts.ac.uk/lcc/courses/undergraduate/ba-hons-animation/,FullTime,17000,99.75,64,89
University Of The Arts~, London,Architecture,BA,http://www.arts.ac.uk/csm/courses/undergraduate/ba-architecture/,FullTime,20000,96,1,90
University Of The Arts~, London,Bespoke Tailoring,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-bespoke-tailoring/,FullTime,19000,112,48,85
University Of The Arts~, London,Ceramic Design,BA,http://www.arts.ac.uk/csm/courses/undergraduate/ba-ceramic-design/,FullTime,19000,125.23529411764706,64,89
University Of The Arts~, London,Cordwainers Fashion Bags and Accessories: Product Design and Innovation,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-cordwainers-fashion-bags-and-accessories/,FullTime,19000,90.71428571428571,1,89
University Of The Arts~, London,Cordwainers Footwear: Product Design and Innovation,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-cordwainers-footwear/,FullTime,19000,112,48,89
University Of The Arts~, London,Costume for Performance,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-costume-for-performance/,FullTime,20000,112,64,90
University Of The Arts~, London,Costume for Theatre and Screen,BA,http://www.arts.ac.uk/wimbledon/courses/undergraduate/ba-costume/,FullTime,20000,134.66666666666666,1,90
University Of The Arts~, London,Creative Direction for Fashion,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-creative-direction-for-fashion/,FullTime,19000,112,48,90
University Of The Arts~, London,Culture~, Criticism And Curation,BA,http://www.arts.ac.uk/csm/courses/undergraduate/ba-culture-criticism-and-curation/,FullTime,19000,131.75,48,89
University Of The Arts~, London,Design for Art Direction,BA,http://www.arts.ac.uk/lcc/courses/undergraduate/ba-hons-design-for-art-direction/,FullTime,17000,103.5,48,90
University Of The Arts~, London,Design for Branded Spaces,BA,http://www.arts.ac.uk/lcc/courses/undergraduate/ba-hons-design-for-branded-spaces/,FullTime,19000,125.23529411764706,64,89
University Of The Arts~, London,Design Management and Cultures,BA,http://www.arts.ac.uk/lcc/courses/undergraduate/ba-hons-design-management-and-cultures/,FullTime,19000,125.23529411764706,64,89
University Of The Arts~, London,Directing,MA,http://www.arts.ac.uk/csm/courses/integrated-masters/ma-directing/,FullTime,20000,134.66666666666666,1,90
University Of The Arts~, London,Drawing,BA,http://www.arts.ac.uk/camberwell/courses/undergraduate/ba-drawing/,FullTime,19000,123.25,64,100
University Of The Arts~, London,Fashion Buying and Merchandising,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-fashion-buying-and-merchandising/,FullTime,22000,122.0,1,86
University Of The Arts~, London,Fashion Communication: Fashion Communication and Promotion,BA,http://www.arts.ac.uk/csm/courses/undergraduate/ba-fashion-communication-and-promotion/,FullTime,19000,125.23529411764706,64,89
University Of The Arts~, London,Fashion Communication: Fashion History and Theory,BA,http://www.arts.ac.uk/csm/courses/undergraduate/ba-fashion-communication-fashion-history/,FullTime,19000,112,64,80
University Of The Arts~, London,Fashion Communication: Fashion Journalism,BA,http://www.arts.ac.uk/csm/courses/undergraduate/ba-fashion-communication-fashion-journalism/,FullTime,19000,117.0,48,89
University Of The Arts~, London,Fashion Contour,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-fashion-contour/,FullTime,18000,116.28571428571428,48,100
University Of The Arts~, London,Fashion Design and Development,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-fashion-design-and-development/,FullTime,19000,147.0,1,89
University Of The Arts~, London,Fashion Design Technology: Menswear,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-fashion-design-technology-menswear/,FullTime,19000,138.0,48,80
University Of The Arts~, London,Fashion Design Technology: Womenswear,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-fashion-design-technology-womenswear/,FullTime,19000,163.0,80,89
University Of The Arts~, London,Fashion Illustration,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-fashion-illustration/,FullTime,19000,144,80,89
University Of The Arts~, London,Fashion Jewellery,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-fashion-jewellery/,FullTime,19000,125.23529411764706,64,89
University Of The Arts~, London,Fashion Journalism,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-fashion-journalism/,FullTime,19000,134.0,1,86
University Of The Arts~, London,Fashion Management,BSc,http://www.arts.ac.uk/fashion/courses/undergraduate/bsc-fashion-management/,FullTime,22000,138.0,80,86
University Of The Arts~, London,Fashion Marketing,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-fashion-marketing/,FullTime,18000,135.5,96,90
University Of The Arts~, London,Fashion Media Practice and Criticism,MA,http://www.arts.ac.uk/fashion/courses/integrated-masters/ma-fashion-media-practice-and-criticism/,FullTime,19000,133.0,48,86
University Of The Arts~, London,Fashion Pattern Cutting,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-fashion-pattern-cutting/,FullTime,19000,148.28571428571428,48,89
University Of The Arts~, London,Fashion Photography,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-fashion-photography/,FullTime,18000,131.0,48,80
University Of The Arts~, London,Fashion Public Relations and Communication,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-fashion-public-relations-communication/,FullTime,18000,112,64,95
University Of The Arts~, London,Fashion Sportswear,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-fashion-sportswear/,FullTime,19000,125.23529411764706,64,89
University Of The Arts~, London,Fashion Styling and Production,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-fashion-styling-and-production/,FullTime,17000,119.5,1,90
University Of The Arts~, London,Fashion Textiles: Embroidery,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-fashion-textiles-embroidery/,FullTime,19000,135.5,48,89
University Of The Arts~, London,Fashion Textiles: Knit,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-fashion-textiles-knit/,FullTime,19000,128,1,89
University Of The Arts~, London,Fashion Textiles: Print,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-fashion-textiles-print/,FullTime,19000,125.23529411764706,64,89
University Of The Arts~, London,Fashion Visual Merchandising and Branding,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-fashion-visual-merchandising-and-branding/,FullTime,19000,112,80,89
University Of The Arts~, London,Fashion: Design With Knitwear,BA,http://www.arts.ac.uk/csm/courses/undergraduate/ba-fashion-design-with-knitwear/,FullTime,19000,125.23529411764706,64,85
University Of The Arts~, London,Fashion: Design With Marketing,BA,http://www.arts.ac.uk/csm/courses/undergraduate/ba-fashion-design-with-marketing/,FullTime,19000,125.23529411764706,64,89
University Of The Arts~, London,Fashion: Fashion Design Menswear,BA,http://www.arts.ac.uk/csm/courses/undergraduate/ba-fashion-design-menswear/,FullTime,19000,125.23529411764706,64,90
University Of The Arts~, London,Fashion: Fashion Design Womenswear,BA,http://www.arts.ac.uk/csm/courses/undergraduate/ba-fashion-design-womenswear/,FullTime,19000,125.23529411764706,64,95
University Of The Arts~, London,Fashion: Fashion Print,BA,http://www.arts.ac.uk/csm/courses/undergraduate/ba-fashion-print/,FullTime,19000,125.23529411764706,64,89
University Of The Arts~, London,Film and Television,BA,http://www.arts.ac.uk/lcc/courses/undergraduate/ba-hons-film-and-television/,FullTime,17000,109.125,64,89
University Of The Arts~, London,Fine Art,BA,http://www.arts.ac.uk/chelsea/courses/undergraduate/ba-fine-art/,FullTime,18000,144,1,85
University Of The Arts~, London,Fine Art,BA,http://www.arts.ac.uk/csm/courses/undergraduate/ba-fine-art/,FullTime,18000,119.5,48,88
University Of The Arts~, London,Fine Art: Painting,BA,http://www.arts.ac.uk/wimbledon/courses/undergraduate/ba-fine-art-painting/,FullTime,17000,128,64,91
University Of The Arts~, London,Fine Art: Print and Time Based Media,BA,http://www.arts.ac.uk/wimbledon/courses/undergraduate/ba-fine-art-print-time-based-media/,FullTime,18000,119.5,1,88
University Of The Arts~, London,Graphic and Media Design,BA,http://www.arts.ac.uk/lcc/courses/undergraduate/ba-hons-graphic-and-media-design/,FullTime,20000,118.0,1,90
University Of The Arts~, London,Graphic Branding and Identity,BA,http://www.arts.ac.uk/lcc/courses/undergraduate/ba-hons-graphic-branding-and-identity/,FullTime,19000,105.0,1,89
University Of The Arts~, London,Graphic Communication Design,BA,http://www.arts.ac.uk/csm/courses/undergraduate/ba-hons-graphic-communication-design/,FullTime,20000,125.33333333333333,48,95
University Of The Arts~, London,Graphic Design,BA,http://www.arts.ac.uk/camberwell/courses/undergraduate/ba-graphic-design/,FullTime,16000,135.5,64,90
University Of The Arts~, London,Graphic Design,FDA,http://www.arts.ac.uk/camberwell/courses/undergraduate/fda-graphic-design/,FullTime,20000,80,1,90
University Of The Arts~, London,Graphic Design Communication,BA,http://www.arts.ac.uk/chelsea/courses/undergraduate/ba-graphic-design-communication/,FullTime,18000,149.0,80,91
University Of The Arts~, London,Hair and Make-up for Fashion,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-hair-and-make-up-for-fashion/,FullTime,19000,96,1,89
University Of The Arts~, London,Hair~, Make-up and Prosthetics for Performance,BA,http://www.arts.ac.uk/fashion/courses/undergraduate/ba-hair-make-up-and-prosthetics-for-performance/,FullTime,20000,146.5,96,90
University Of The Arts~, London,Illustration,BA,http://www.arts.ac.uk/camberwell/courses/undergraduate/ba-illustration/,FullTime,17000,128,1,90
University Of The Arts~, London,Illustration,FDA,http://www.arts.ac.uk/camberwell/courses/undergraduate/fda-illustration/,FullTime,20000,64,48,90
University Of The Arts~, London,Illustration and Visual Media,BA,http://www.arts.ac.uk/lcc/courses/undergraduate/ba-hons-illustration-and-visual-media/,FullTime,17000,128,48,85
University Of The Arts~, London,Information and Interface Design,BA,http://www.arts.ac.uk/lcc/courses/undergraduate/ba-hons-information-and-interface-design/,FullTime,19000,125.23529411764706,64,89
University Of The Arts~, London,Interaction Design Arts,BA,http://www.arts.ac.uk/lcc/courses/undergraduate/ba-hons-interaction-design-arts/,FullTime,19000,125.23529411764706,64,89
University Of The Arts~, London,Interior and Spatial Design,BA,http://www.arts.ac.uk/chelsea/courses/undergraduate/ba-interior-spatial-design/,FullTime,19000,101.625,48,89
University Of The Arts~, London,Interior Design,FDA,http://www.arts.ac.uk/chelsea/courses/undergraduate/fda-interior-design/,FullTime,20000,87.5,48,100
University Of The Arts~, London,Jewellery Design,BA,http://www.arts.ac.uk/csm/courses/undergraduate/ba-jewellery-design/,FullTime,19000,125.23529411764706,64,70
University Of The Arts~, London,Journalism,BA,http://www.arts.ac.uk/lcc/courses/undergraduate/ba-hons-journalism/,FullTime,20000,107.25,64,85
University Of The Arts~, London,Live Events and Television,BA,http://www.arts.ac.uk/lcc/courses/undergraduate/ba-hons-live-events-and-television/,FullTime,21000,99.0,1,90
University Of The Arts~, London,Magazine Journalism and Publishing,BA,http://www.arts.ac.uk/lcc/courses/undergraduate/ba-hons-magazine-journalism-and-publishing/,FullTime,19000,96,1,86
University Of The Arts~, London,Painting,BA,http://www.arts.ac.uk/camberwell/courses/undergraduate/ba-painting/,FullTime,18000,119.5,64,88
