Institution,Course,Label,URL,Mode,Salary,avgTariff,lowerTariff,Employment
Aberystwyth University,Childhood Studies,BA,http://www.aber.ac.uk/courses/?DVRFCB,FullTime,15000,119.5,48,100
Aberystwyth University,Computer Graphics~, Vision and Games,BSc,http://www.aber.ac.uk/courses/?GJJW5Z,FullTime,23000,114.5,1,98
Aberystwyth University,Computer Graphics~, Vision and Games (with integrated year in industry),BSc,http://www.aber.ac.uk/courses/?W2ZLXP,FullTime,23000,115.75,48,98
Aberystwyth University,Computer Science,BSc,http://www.aber.ac.uk/courses/?8RT59E,FullTime,22000,101.0,1,100
Aberystwyth University,Computer Science,MComp,http://www.aber.ac.uk/courses/?LLW2JY,FullTime,23000,98.3076923076923,1,98
Aberystwyth University,Computer Science (includes year zero),BSc,http://www.aber.ac.uk/courses/?C5XREH,FullTime,23000,61.125,1,98
Aberystwyth University,Computer Science (with integrated year in industry),BSc,http://www.aber.ac.uk/courses/?QDDKMK,FullTime,23000,80,48,100
Aberystwyth University,Computer Science (with integrated year in industry),MComp,http://www.aber.ac.uk/courses/?N24C2J,FullTime,23000,98.3076923076923,1,98
Aberystwyth University,Computer Science and Artificial Intelligence (with integrated year in industry),BSc,http://www.aber.ac.uk/courses/?6UDPVA,FullTime,23000,96,1,98
Aberystwyth University,Computer Science/Artificial Intelligence,BSc,http://www.aber.ac.uk/courses/?AKU8YA,FullTime,23000,98.3076923076923,1,98
Aberystwyth University,Countryside Conservation,BSc,http://www.aber.ac.uk/courses/?FU387J,FullTime,18000,122.9090909090909,48,80
Aberystwyth University,Countryside Conservation (with integrated year in industry),BSc,http://www.aber.ac.uk/courses/?QRUCQ6,FullTime,18000,122.9090909090909,48,79
Aberystwyth University,Countryside Management,BSc,http://www.aber.ac.uk/courses/?PFUSCK,FullTime,18000,122.9090909090909,48,79
Aberystwyth University,Countryside Management (with integrated year in industry),BSc,http://www.aber.ac.uk/courses/?QYDGTL,FullTime,18000,122.9090909090909,48,79
Aberystwyth University,Criminal Law,LLB,http://www.aber.ac.uk/courses/?ZJKN73,FullTime,16000,119.5,64,95
Aberystwyth University,Criminology,BSc,http://www.aber.ac.uk/courses/?QA6VFH,FullTime,17000,112,1,91
Aberystwyth University,Cymraeg (i fyfyrwyr iaith gyntaf ac ail iaith),BA,http://www.aber.ac.uk/courses/?FXNBWK,FullTime,18000,147.75,80,100
Aberystwyth University,Cymraeg a'r Ieithoedd Celtaidd,BA,http://www.aber.ac.uk/courses/?BWMPE9,FullTime,18000,151.5,80,95
Aberystwyth University,Cymraeg Proffesiynol,BA,http://www.aber.ac.uk/courses/?PXG8F6,FullTime,18000,178.14285714285714,128,95
Aberystwyth University,Daearyddiaeth,BSc,http://www.aber.ac.uk/courses/?USMVG2,FullTime,16000,144,96,85
Aberystwyth University,Drama & Theatre Studies,BA,http://www.aber.ac.uk/courses/?CXHGPQ,FullTime,16000,117.0,1,90
Aberystwyth University,Drama ac Astudiaethau Theatr,BA,http://www.aber.ac.uk/courses/?VXG9MC,FullTime,16000,119.5,48,90
Aberystwyth University,Ecology,BSc,http://www.aber.ac.uk/courses/?N4SD66,FullTime,16000,96,64,75
Aberystwyth University,Ecology (with year in industry),BSc,http://www.aber.ac.uk/courses/?7R5JYW,FullTime,16000,108.0,64,89
Aberystwyth University,Economics,BSc,http://www.aber.ac.uk/courses/?BVES87,FullTime,16000,80,1,95
Aberystwyth University,Education,BA,http://www.aber.ac.uk/courses/?X9YBQY,FullTime,15000,112,64,100
Aberystwyth University,Engineering Physics,BEng,http://www.aber.ac.uk/courses/?9TNKU5,FullTime,23000,102.875,1,80
Aberystwyth University,Engineering Physics (with integrated year in industry),MEng,http://www.aber.ac.uk/courses/?74G9DY,FullTime,23000,102.875,1,80
Aberystwyth University,Engineering Physics (with year in industry),BEng,http://www.aber.ac.uk/courses/?PP3URP,FullTime,23000,102.875,1,80
Aberystwyth University,English Literature,BA,http://www.aber.ac.uk/courses/?H3XD2C,FullTime,16000,106.0,64,90
Aberystwyth University,English Literature and Creative Writing,BA,http://www.aber.ac.uk/courses/?WNMSJD,FullTime,16000,112,48,85
Aberystwyth University,Environmental Earth Science,BSc,http://www.aber.ac.uk/courses/?L79NU3,FullTime,23000,115.0,64,90
Aberystwyth University,Environmental Science,BSc,http://www.aber.ac.uk/courses/?U5TEW5,FullTime,16000,117.21739130434783,80,89
Aberystwyth University,Equine Science,BSc,http://www.aber.ac.uk/courses/?CGRMGS,FullTime,18000,112,64,80
Aberystwyth University,Equine Science (with year in industry),BSc,http://www.aber.ac.uk/courses/?GQYCC4,FullTime,18000,122.9090909090909,48,79
Aberystwyth University,European Law,LLB,http://www.aber.ac.uk/courses/?SNFC6H,FullTime,16000,119.5,64,95
Aberystwyth University,Film & Television Studies,BA,http://www.aber.ac.uk/courses/?2MGP3W,FullTime,16000,119.5,1,93
Aberystwyth University,French,BA,http://www.aber.ac.uk/courses/?Z4367U,FullTime,18000,123.25,48,95
Aberystwyth University,Genetics,BSc,http://www.aber.ac.uk/courses/?4E8LNP,FullTime,16000,102.42857142857143,64,95
Aberystwyth University,Genetics (with year in industry),BSc,http://www.aber.ac.uk/courses/?6M9NF9,FullTime,16000,103.5,64,100
Aberystwyth University,Genetics/Biochemistry,BSc,http://www.aber.ac.uk/courses/?NDACCB,FullTime,16000,119.5,64,90
Aberystwyth University,Geography,BSc,http://www.aber.ac.uk/courses/?TD6VK4,FullTime,16000,118.81818181818181,64,92
Aberystwyth University,Geography (with integrated year in industry),BSc,http://www.aber.ac.uk/courses/?E9DMPP,FullTime,16000,117.21739130434783,80,89
Aberystwyth University,Geography (with integrated year studying abroad),BSc,http://www.aber.ac.uk/courses/?HYNGZV,FullTime,16000,117.21739130434783,80,89
Aberystwyth University,Gwleidyddiaeth,BA,http://www.aber.ac.uk/courses/?BGPHD7,FullTime,16000,110.21052631578948,64,88
Aberystwyth University,Gwleidyddiaeth Ryngwladol,BA,http://www.aber.ac.uk/courses/?8KAS3W,FullTime,16000,110.21052631578948,64,88
Aberystwyth University,Gwleidyddiaeth Ryngwladol a Gwleidyddiaeth Cymru,BA,http://www.aber.ac.uk/courses/?WPKKVK,FullTime,16000,110.21052631578948,64,88
Aberystwyth University,Hanes,BA,http://www.aber.ac.uk/courses/?L24LFC,FullTime,16000,115.94736842105263,48,90
Aberystwyth University,Hanes a Hanes Cymru,BA,http://www.aber.ac.uk/courses/?C5X3FC,FullTime,16000,115.94736842105263,48,90
Aberystwyth University,History,BA,http://www.aber.ac.uk/courses/?KXBK7N,FullTime,16000,114.25,48,90
Aberystwyth University,History (with integrated year studying abroad),BA,http://www.aber.ac.uk/courses/?RFU329,FullTime,16000,115.94736842105263,48,90
Aberystwyth University,History and Welsh History,BA,http://www.aber.ac.uk/courses/?Y6YF7X,FullTime,16000,115.94736842105263,48,90
Aberystwyth University,Human Geography,MArts,http://www.aber.ac.uk/courses/?HGWS8E,FullTime,18000,103.5,64,80
Aberystwyth University,Human Geography,BA,http://www.aber.ac.uk/courses/?G4B4TW,FullTime,16000,80,64,80
Aberystwyth University,Human Geography (with integrated year in industry),BA,http://www.aber.ac.uk/courses/?6L535K,FullTime,18000,103.5,64,80
Aberystwyth University,Human Geography (with integrated year studying abroad),BA,http://www.aber.ac.uk/courses/?Z6SFUJ,FullTime,18000,103.5,64,80
Aberystwyth University,Human Rights,LLB,http://www.aber.ac.uk/courses/?2TX4XV,FullTime,16000,119.5,64,95
Aberystwyth University,International Politics,BA,http://www.aber.ac.uk/courses/?D7652T,FullTime,16000,102.0,48,90
Aberystwyth University,International Politics and Global Development,BA,http://www.aber.ac.uk/courses/?E2EQBG,FullTime,16000,110.21052631578948,64,88
Aberystwyth University,International Politics and Strategic Studies,BA,http://www.aber.ac.uk/courses/?8NZZQ5,FullTime,16000,122.0,64,88
Aberystwyth University,Internet Computing and Systems Administration,BSc,http://www.aber.ac.uk/courses/?JMH3YU,FullTime,23000,98.3076923076923,1,80
Aberystwyth University,Internet Computing and Systems Administration (with integrated year in industry),BSc,http://www.aber.ac.uk/courses/?7Q9GUZ,FullTime,23000,98.3076923076923,1,98
Aberystwyth University,Law,BA,http://www.aber.ac.uk/courses/?SHHRUR,FullTime,16000,119.5,64,95
Aberystwyth University,Law,LLB,http://www.aber.ac.uk/courses/?X648DV,FullTime,16000,101.0,48,94
Aberystwyth University,Law 2 YEAR,LLB,http://www.aber.ac.uk/courses/?JK82YA,FullTime,16000,119.5,64,95
Aberystwyth University,Marine & Freshwater Biology,BSc,http://www.aber.ac.uk/courses/?A4QM5A,FullTime,16000,118.0,1,95
Aberystwyth University,Marine and Freshwater Biology,BSc,http://www.aber.ac.uk/courses/?7GPFZN,FullTime,16000,108.0,64,89
Aberystwyth University,Marine and Freshwater Biology (with year in industry),BSc,http://www.aber.ac.uk/courses/?D63759,FullTime,16000,108.0,64,89
Aberystwyth University,Marketing,BSc,http://www.aber.ac.uk/courses/?U847HG,FullTime,19000,121.0,64,75
Aberystwyth University,Mathematical and Theoretical Physics,MMath,http://www.aber.ac.uk/courses/?DSG6LH,FullTime,23000,102.875,1,80
Aberystwyth University,Mathematical and Theoretical Physics,BSc,http://www.aber.ac.uk/courses/?6LX5JX,FullTime,23000,102.875,1,80
Aberystwyth University,Mathematics,BSc,http://www.aber.ac.uk/courses/?AWSMAD,FullTime,19000,112,1,95
Aberystwyth University,Mathematics,MMath,http://www.aber.ac.uk/courses/?P3YPVZ,FullTime,18000,112,112,90
Aberystwyth University,Mathematics (includes year zero),BSc,http://www.aber.ac.uk/courses/?ZCSD5K,FullTime,18000,117.0,1,90
Aberystwyth University,Medieval and Early Modern History,BA,http://www.aber.ac.uk/courses/?TRLMX8,FullTime,16000,96,1,95
Aberystwyth University,Microbiology,MBiol,http://www.aber.ac.uk/courses/?6Q7PY6,FullTime,16000,80,1,95
Aberystwyth University,Microbiology,BSc,http://www.aber.ac.uk/courses/?UJJUHX,FullTime,16000,106.0,1,100
Aberystwyth University,Microbiology (with year in industry),BSc,http://www.aber.ac.uk/courses/?HBK8L6,FullTime,16000,80,1,95
Aberystwyth University,Modern and Contemporary History,BA,http://www.aber.ac.uk/courses/?MNYSEV,FullTime,16000,115.94736842105263,48,85
Aberystwyth University,Modern Languages,BA,http://www.aber.ac.uk/courses/?6E46P2,FullTime,18000,112,48,80
Aberystwyth University,Physical Geography,BSc,http://www.aber.ac.uk/courses/?U2YT2B,FullTime,20000,96,1,80
Aberystwyth University,Physical Geography,MSci,http://www.aber.ac.uk/courses/?G3YDRR,FullTime,16000,117.21739130434783,80,89
Aberystwyth University,Physical Geography (with integrated year in industry),BSc,http://www.aber.ac.uk/courses/?MHVFRJ,FullTime,16000,117.21739130434783,80,89
Aberystwyth University,Physical Geography (with integrated year studying abroad),BSc,http://www.aber.ac.uk/courses/?569DPB,FullTime,16000,117.21739130434783,80,89
Aberystwyth University,Physics,BSc,http://www.aber.ac.uk/courses/?FEUK3H,FullTime,23000,106.0,48,80
Aberystwyth University,Physics,MPhys,http://www.aber.ac.uk/courses/?K8VJKE,FullTime,23000,116.28571428571428,80,75
Aberystwyth University,Physics (includes year zero),BSc,http://www.aber.ac.uk/courses/?L96WND,FullTime,23000,75.25,1,80
Aberystwyth University,Physics (with integrated year in industry),MPhys,http://www.aber.ac.uk/courses/?NHY6EU,FullTime,23000,102.875,1,80
Aberystwyth University,Physics (with integrated year in industry),BSc,http://www.aber.ac.uk/courses/?3RE3HS,FullTime,23000,102.875,1,80
Aberystwyth University,Physics with Planetary & Space Physics,BSc,http://www.aber.ac.uk/courses/?MJRTQU,FullTime,23000,102.875,1,80
Aberystwyth University,Physics with Planetary & Space Physics,MPhys,http://www.aber.ac.uk/courses/?YZ6VR2,FullTime,23000,102.875,1,80
Aberystwyth University,Plant Biology,BSc,http://www.aber.ac.uk/courses/?TUBUGW,FullTime,16000,122.0,48,100
Aberystwyth University,Plant Biology (with year in industry),BSc,http://www.aber.ac.uk/courses/?4U2X9V,FullTime,16000,122.0,48,100
Aberystwyth University,Politics,BA,http://www.aber.ac.uk/courses/?WQ9L7C,FullTime,16000,110.21052631578948,64,88
Aberystwyth University,Psychology,BSc,http://www.aber.ac.uk/courses/?9KG2VS,FullTime,16000,116.16666666666667,64,90
Aberystwyth University,Psychology (with integrated year in industry),BSc,http://www.aber.ac.uk/courses/?RTB8SV,FullTime,16000,112.88235294117646,64,90
Aberystwyth University,Psychology (with integrated year studying abroad),BSc,http://www.aber.ac.uk/courses/?TJB5SK,FullTime,16000,112.88235294117646,64,90
Aberystwyth University,Pure Mathematics/Statistics,BSc,http://www.aber.ac.uk/courses/?8G7PJH,FullTime,18000,117.0,1,90
Aberystwyth University,Scenography & Theatre Design,BA,http://www.aber.ac.uk/courses/?YX5TRP,FullTime,16000,112,80,90
Aberystwyth University,Scenography & Theatre Design/Drama & Theatre Studies,BA,http://www.aber.ac.uk/courses/?7ZTXTP,FullTime,16000,119.5,48,90
Aberystwyth University,Software Engineering (with integrated year in industry),BEng,http://www.aber.ac.uk/courses/?XRDQQK,FullTime,33000,96,1,100
Aberystwyth University,Software Engineering (with integrated year in industry),MEng,http://www.aber.ac.uk/courses/?BM2PNF,FullTime,23000,98.3076923076923,1,100
Aberystwyth University,Sport and Exercise Science,BSc,http://www.aber.ac.uk/courses/?RSEWA4,FullTime,18000,107.25,1,95
Aberystwyth University,Sport and Exercise Science (with year in industry),BSc,http://www.aber.ac.uk/courses/?M37PJM,FullTime,18000,107.25,1,95
Aberystwyth University,Tourism Management,BSc,http://www.aber.ac.uk/courses/?2V9LVG,FullTime,19000,119.5,1,100
Aberystwyth University,Veterinary Biosciences,BSc,http://www.aber.ac.uk/courses/?3SMMW8,FullTime,18000,96,80,100
Aberystwyth University,Veterinary Biosciences (with year in industry),BSc,http://www.aber.ac.uk/courses/?6NGZCF,FullTime,18000,96,64,100
Aberystwyth University,Welsh (for Beginners),BA,http://www.aber.ac.uk/courses/?CPEFGG,FullTime,18000,151.5,80,95
Aberystwyth University,Zoology,MBiol,http://www.aber.ac.uk/courses/?F46QWE,FullTime,16000,119.5,1,95
Aberystwyth University,Zoology,BSc,http://www.aber.ac.uk/courses/?5FNN6Q,FullTime,16000,112,1,95
Aberystwyth University,Zoology (with year in industry),BSc,http://www.aber.ac.uk/courses/?8YLF3P,FullTime,16000,119.5,1,95
Academy of Live and Recorded Arts,Professional Acting,BA,http://alra.co.uk/courses/acting/professional,FullTime,15000,139.25,48,95
AECC,Chiropractic,MChiro,http://www.aecc.ac.uk/undergraduate/mchiro/,FullTime,27000,131.46153846153845,80,100
Anglia Ruskin University,Abnormal and Clinical Psychology,BSc,http://www.anglia.ac.uk/study/undergraduate/abnormal-and-clinical-psychology,FullTime,19000,108.0,64,80
Anglia Ruskin University,Accounting and Finance,BSc,http://www.anglia.ac.uk/study/undergraduate/accounting-and-finance,FullTime,18000,71.5,1,84
Anglia Ruskin University,Accounting and Finance,BSc,http://www.anglia.ac.uk/study/undergraduate/accounting-and-finance,FullTime,18000,73.0,1,85
Anglia Ruskin University,Accounting and Finance,BSc,http://www.anglia.ac.uk/study/undergraduate/accounting-and-finance-peterborough,FullTime,18000,64,1,85
Anglia Ruskin University,Animal Behaviour,BSc,http://www.anglia.ac.uk/study/undergraduate/animal-behaviour-with-foundation-year,FullTime,19000,67.75,1,90
Anglia Ruskin University,Animal Behaviour,BSc,http://www.anglia.ac.uk/study/undergraduate/animal-behaviour,FullTime,19000,112,1,75
Anglia Ruskin University,Animal Behaviour,BSc,http://www.anglia.ac.uk/study/undergraduate/animal-behaviour,FullTime,16000,88.33333333333333,1,95
Anglia Ruskin University,Applied Computer Science,BSc,http://www.anglia.ac.uk/study/undergraduate/applied-computer-science-west-anglia,FullTime,22000,94.21052631578948,1,77
Anglia Ruskin University,Applied Nutritional Science,BSc,http://www.anglia.ac.uk/study/undergraduate/applied-nutritional-science,FullTime,17000,101.625,48,91
Anglia Ruskin University,Applied Nutritional Science,BSc,http://www.anglia.ac.uk/study/undergraduate/applied-nutritional-science-with-foundation-year,FullTime,17000,101.625,48,91
Anglia Ruskin University,Archaeology and Landscape History,BA,http://www.anglia.ac.uk/study/undergraduate/archaeology-and-landscape-history-peterborough,FullTime,18000,87.5,1,80
Anglia Ruskin University,Architectural Technology,BSc,http://www.anglia.ac.uk/study/undergraduate/architectural-technology,FullTime,18000,92.0,48,95
Anglia Ruskin University,Architectural Technology,BSc,http://www.anglia.ac.uk/study/undergraduate/architectural-technology,FullTime,18000,80,1,80
Anglia Ruskin University,Architecture,BA,http://www.anglia.ac.uk/study/undergraduate/architecture,FullTime,18000,100.0909090909091,1,90
Anglia Ruskin University,Architecture,BA,http://www.anglia.ac.uk/study/undergraduate/architecture,FullTime,18000,80,1,80
Anglia Ruskin University,Assistant Practitioner (Nursing),FdSc,http://www.anglia.ac.uk/study/undergraduate/nursing-fdsc,FullTime,22000,86.42857142857143,1,98
Anglia Ruskin University,Audio and Music Technology,BSc,http://www.anglia.ac.uk/study/undergraduate/audio-and-music-technology,FullTime,23000,108.0,48,85
Anglia Ruskin University,Audio and Music Technology,BSc,http://www.anglia.ac.uk/study/undergraduate/audio-and-music-technology,FullTime,23000,108.0,48,85
Anglia Ruskin University,Banking and Finance,BSc,http://www.anglia.ac.uk/study/undergraduate/banking-and-finance,FullTime,18000,86.0,1,85
Anglia Ruskin University,Banking and Finance,BSc,http://www.anglia.ac.uk/study/undergraduate/banking-and-finance,FullTime,18000,86.0,1,85
Anglia Ruskin University,Biomedical Science,BSc,http://www.anglia.ac.uk/study/undergraduate/biomedical-science,FullTime,17000,99.0,48,81
Anglia Ruskin University,Biomedical Science,BSc,http://www.anglia.ac.uk/study/undergraduate/biomedical-science-with-foundation-year,FullTime,17000,92.27272727272727,1,86
Anglia Ruskin University,Bioscience,BSc,http://www.anglia.ac.uk/study/undergraduate/bioscience-peterborough,FullTime,18000,64,1,85
Anglia Ruskin University,Building Surveying,BSc,http://www.anglia.ac.uk/study/undergraduate/building-surveying,FullTime,25000,115.75,64,100
Anglia Ruskin University,Building Surveying,BSc,http://www.anglia.ac.uk/study/undergraduate/building-surveying,FullTime,25000,89.0,48,100
Anglia Ruskin University,Business and Events Management,BSc,https://www.anglia.ac.uk/study/undergraduate/business-and-events-management-london,FullTime,23000,107.25,1,85
Anglia Ruskin University,Business and Healthcare Management,BSc,https://www.anglia.ac.uk/study/undergraduate/business-and-healthcare-management-with-foundation-year-london,FullTime,25000,82.36842105263158,1,84
Anglia Ruskin University,Business and Healthcare Management,BSc,http://www.anglia.ac.uk/study/undergraduate/business-and-healthcare-management-london,FullTime,25000,82.36842105263158,1,84
Anglia Ruskin University,Business and Hospitality Management,BSc,http://www.anglia.ac.uk/study/undergraduate/business-and-hospitality-management-london,FullTime,25000,82.36842105263158,1,84
Anglia Ruskin University,Business and Hospitality Management,BSc,https://www.anglia.ac.uk/study/undergraduate/business-and-hospitality-management-with-foundation-year-london,FullTime,25000,82.36842105263158,1,84
Anglia Ruskin University,Business and Human Resource Management,BSc,http://www.anglia.ac.uk/study/undergraduate/business-and-human-resource-management,FullTime,20000,103.5,64,90
Anglia Ruskin University,Business and Human Resource Management,BSc,http://www.anglia.ac.uk/study/undergraduate/business-and-human-resource-management,FullTime,20000,101.0,1,90
Anglia Ruskin University,Business and Human Resource Management,BSc,http://www.anglia.ac.uk/study/undergraduate/business-and-human-resource-management-london,FullTime,20000,103.5,64,90
Anglia Ruskin University,Business and Human Resource Management,BSc,https://www.anglia.ac.uk/study/undergraduate/business-and-human-resource-management-with-foundation-year-london,FullTime,25000,82.36842105263158,1,84
Anglia Ruskin University,Business and Law,BSc,http://www.anglia.ac.uk/study/undergraduate/business-and-law-london,FullTime,25000,82.36842105263158,1,84
Anglia Ruskin University,Business and Law,BSc,https://www.anglia.ac.uk/study/undergraduate/business-and-law-with-foundation-year-london,FullTime,25000,82.36842105263158,1,84
Anglia Ruskin University,Business and Marketing,BSc,http://www.anglia.ac.uk/study/undergraduate/business-and-marketing-london,FullTime,25000,82.36842105263158,1,84
Anglia Ruskin University,Business and Marketing,BSc,https://www.anglia.ac.uk/study/undergraduate/business-and-marketing-with-foundation-year-london,FullTime,25000,82.36842105263158,1,84
Anglia Ruskin University,Business and Tourism,BSc,http://www.anglia.ac.uk/study/undergraduate/business-and-tourism-london,FullTime,25000,82.36842105263158,1,84
Anglia Ruskin University,Business and Tourism,BSc,https://www.anglia.ac.uk/study/undergraduate/business-and-tourism-management-with-foundation-year-london,FullTime,25000,82.36842105263158,1,84
Anglia Ruskin University,Business Management,BSc,http://www.anglia.ac.uk/study/undergraduate/business-management,FullTime,25000,91.25,1,84
Anglia Ruskin University,Business Management,BSc,http://www.anglia.ac.uk/study/undergraduate/business-management-peterborough,FullTime,25000,90.0,1,84
Anglia Ruskin University,Business Management,BSc,http://www.anglia.ac.uk/study/undergraduate/business-management,FullTime,20000,83.75,48,80
Anglia Ruskin University,Business Management and Finance,BSc,http://www.anglia.ac.uk/study/undergraduate/business-management-and-finance,FullTime,18000,86.0,1,85
Anglia Ruskin University,Business Management and Finance,BSc,http://www.anglia.ac.uk/study/undergraduate/business-management-and-finance,FullTime,18000,80,1,85
Anglia Ruskin University,Business Management and Leadership,BSc,http://www.anglia.ac.uk/study/undergraduate/business-management-and-leadership,FullTime,20000,71.5,1,90
Anglia Ruskin University,Business Management and Leadership,BSc,http://www.anglia.ac.uk/study/undergraduate/business-management-and-leadership,FullTime,20000,80,1,90
Anglia Ruskin University,Civil Engineering,BSc,http://www.anglia.ac.uk/study/undergraduate/civil-engineering,FullTime,23000,92.0,48,85
Anglia Ruskin University,Civil Engineering,BEng,http://www.anglia.ac.uk/study/undergraduate/civil-engineering-beng,FullTime,23000,80,64,95
Anglia Ruskin University,Civil Engineering,MEng,http://www.anglia.ac.uk/study/undergraduate/civil-engineering-meng,FullTime,23000,80,64,85
Anglia Ruskin University,Civil Engineering,BSc,http://www.anglia.ac.uk/study/undergraduate/civil-engineering,FullTime,23000,80,64,85
Anglia Ruskin University,Civil Engineering,BEng,http://www.anglia.ac.uk/study/undergraduate/civil-engineering-beng,FullTime,23000,80,64,85
Anglia Ruskin University,Computer Games Art,BA,http://www.anglia.ac.uk/study/undergraduate/computer-games-art,FullTime,22000,133.0,48,77
Anglia Ruskin University,Computer Gaming Technology,BSc,http://www.anglia.ac.uk/study/undergraduate/computer-gaming-technology,FullTime,18000,98.5,48,85
Anglia Ruskin University,Computer Gaming Technology,BSc,http://www.anglia.ac.uk/study/undergraduate/computer-gaming-technology-with-foundation-year,FullTime,22000,57.375,1,77
Anglia Ruskin University,Computer Gaming Technology,BSc,http://www.anglia.ac.uk/study/undergraduate/computer-gaming-technology,FullTime,22000,94.21052631578948,1,77
Anglia Ruskin University,Computer Networks,BSc,http://www.anglia.ac.uk/study/undergraduate/computer-networks,FullTime,22000,94.21052631578948,1,77
Anglia Ruskin University,Computer Networks,BSc,http://www.anglia.ac.uk/study/undergraduate/computer-networks,FullTime,22000,87.5,48,80
Anglia Ruskin University,Computer Science,BEng,http://www.anglia.ac.uk/study/undergraduate/computer-science,FullTime,22000,94.21052631578948,1,77
Anglia Ruskin University,Computer Science,BEng,http://www.anglia.ac.uk/study/undergraduate/computer-science,FullTime,22000,80,64,77
Anglia Ruskin University,Computing and Information Systems,BSc,http://www.anglia.ac.uk/study/undergraduate/computing-and-information-systems-peterborough,FullTime,22000,64,1,55
Anglia Ruskin University,Construction Management,BSc,http://www.anglia.ac.uk/study/undergraduate/construction-management,FullTime,25000,89.0,48,85
Anglia Ruskin University,Construction Management,BSc,http://www.anglia.ac.uk/study/undergraduate/construction-management,FullTime,25000,89.0,48,100
Anglia Ruskin University,Creative Music Technology,BA,http://www.anglia.ac.uk/study/undergraduate/creative-music-technology,FullTime,16000,101.625,48,75
Anglia Ruskin University,Crime and Investigative Studies,BSc,http://www.anglia.ac.uk/study/undergraduate/crime-and-investigative-studies-with-foundation-year,FullTime,18000,57.23076923076923,1,95
Anglia Ruskin University,Crime and Investigative Studies,BSc,http://www.anglia.ac.uk/study/undergraduate/crime-and-investigative-studies,FullTime,18000,105.0,48,80
Anglia Ruskin University,Crime and Investigative Studies,BSc,http://www.anglia.ac.uk/study/undergraduate/crime-and-investigative-studies,FullTime,18000,85.0,1,95
Anglia Ruskin University,Crime and Investigative Studies,BSc,http://www.anglia.ac.uk/study/undergraduate/crime-and-investigative-studies-peterborough,FullTime,18000,85.0,1,95
Anglia Ruskin University,Criminology,BA,http://www.anglia.ac.uk/study/undergraduate/criminology,FullTime,18000,99.0,48,75
Anglia Ruskin University,Criminology,BA,http://www.anglia.ac.uk/study/undergraduate/criminology-peterborough,FullTime,18000,75.66666666666667,1,95
Anglia Ruskin University,Criminology and Sociology,BA,http://www.anglia.ac.uk/study/undergraduate/criminology-and-sociology,FullTime,20000,99.75,48,100
Anglia Ruskin University,Cyber Security,BSc,http://www.anglia.ac.uk/study/undergraduate/cyber-security,FullTime,22000,94.21052631578948,1,77
Anglia Ruskin University,Cyber Security,BSc,http://www.anglia.ac.uk/study/undergraduate/cyber-security,FullTime,22000,94.21052631578948,1,77
Anglia Ruskin University,Digital Media,BA,http://www.anglia.ac.uk/study/undergraduate/digital-media,FullTime,15000,80,48,77
Anglia Ruskin University,Drama,BA,http://www.anglia.ac.uk/study/undergraduate/drama,FullTime,15000,90.5,48,85
Anglia Ruskin University,Early Childhood Studies,BA,http://www.anglia.ac.uk/study/undergraduate/early-childhood-studies-west-anglia,FullTime,14000,96,1,89
Anglia Ruskin University,Early Childhood Studies,BA,http://www.anglia.ac.uk/study/undergraduate/early-childhood-studies,FullTime,16000,114.5,1,85
Anglia Ruskin University,Economics,BSc,https://www.anglia.ac.uk/study/undergraduate/business-economics,FullTime,21000,101.0,1,90
Anglia Ruskin University,Economics,BSc,https://www.anglia.ac.uk/study/undergraduate/business-economics,FullTime,25000,82.36842105263158,1,84
Anglia Ruskin University,Education,BA,http://www.anglia.ac.uk/study/undergraduate/education,FullTime,17000,115.21428571428572,64,90
Anglia Ruskin University,Electronic Engineering,BEng,https://www.anglia.ac.uk/study/undergraduate/electronic-engineering,FullTime,23000,99.0,48,80
Anglia Ruskin University,Electronic Engineering,BEng,http://www.anglia.ac.uk/study/undergraduate/electronic-engineering,FullTime,23000,99.0,48,80
Anglia Ruskin University,English Language,BA,http://www.anglia.ac.uk/study/undergraduate/english-language,FullTime,19000,91.08695652173913,48,83
Anglia Ruskin University,English Language and English Language Teaching,BA,http://www.anglia.ac.uk/study/undergraduate/english-language-and-english-language-teaching,FullTime,19000,99.0,48,80
Anglia Ruskin University,English Language and Linguistics,BA,http://www.anglia.ac.uk/study/undergraduate/english-language-and-linguistics,FullTime,19000,96,64,95
Anglia Ruskin University,English Literature,BA,http://www.anglia.ac.uk/study/undergraduate/english-literature-peterborough,FullTime,19000,91.08695652173913,48,83
Anglia Ruskin University,English Literature,BA,http://www.anglia.ac.uk/study/undergraduate/english-literature,FullTime,20000,87.5,48,85
Anglia Ruskin University,Events Management,BSc,http://www.anglia.ac.uk/study/undergraduate/events-management,FullTime,23000,107.25,1,85
Anglia Ruskin University,Events Management,BSc,http://www.anglia.ac.uk/study/undergraduate/events-management,FullTime,23000,107.25,1,85
Anglia Ruskin University,Fashion Design,BA,http://www.anglia.ac.uk/study/undergraduate/fashion-design,FullTime,16000,101.0,1,70
Anglia Ruskin University,Film and Television Production,BA,http://www.anglia.ac.uk/study/undergraduate/film-and-television-production,FullTime,14000,108.0,64,75
Anglia Ruskin University,Film Studies,BA,http://www.anglia.ac.uk/study/undergraduate/film-studies,FullTime,15000,87.5,1,65
